video_name,frame_index,timestamp,frame_width,frame_height,ball_visible,ball_x1,ball_y1,ball_x2,ball_y2,occluded,difficult,annotator_notes,reviewed,stratum
football,291,11.64,1920,1080,,,,,,,,,False,small_distant
football,295,11.8,1920,1080,,,,,,,,,False,uniform_fill
football,298,11.92,1920,1080,False,,,,,,,,True,motion_blur
football,300,12.0,1920,1080,,,,,,,,,False,false_positive_risk
football,301,12.04,1920,1080,,,,,,,,,False,uniform_fill
football,302,12.08,1920,1080,,,,,,,,,False,motion_blur
football,308,12.32,1920,1080,,,,,,,,,False,false_positive_risk
football,310,12.4,1920,1080,,,,,,,,,False,motion_blur
football,313,12.52,1920,1080,,,,,,,,,False,crowded_box
football,319,12.76,1920,1080,,,,,,,,,False,motion_blur
football,321,12.84,1920,1080,False,,,,,,,,True,false_positive_risk
football,333,13.32,1920,1080,,,,,,,,,False,crowded_box
football,343,13.72,1920,1080,True,1093.0,397.0,1099.0,405.0,,,,True,false_positive_risk
football,344,13.76,1920,1080,True,1105.0,402.0,1115.0,408.0,,,,True,fully_missing
football,346,13.84,1920,1080,,,,,,,,,False,camera_motion
football,351,14.04,1920,1080,True,1196.0,425.0,1202.0,433.0,,,,True,fully_missing
football,352,14.08,1920,1080,True,1207.0,430.0,1215.0,438.0,,,,True,fully_missing
football,364,14.56,1920,1080,,,,,,,,,False,camera_motion
football,369,14.76,1920,1080,,,,,,,,,False,uniform_fill
football,375,15.0,1920,1080,,,,,,,,,False,crowded_box
football,378,15.12,1920,1080,True,1221.0,464.0,1229.0,473.0,,,,True,camera_motion
football,381,15.24,1920,1080,,,,,,,,,False,false_positive_risk
football,382,15.28,1920,1080,,,,,,,,,False,motion_blur
football,384,15.36,1920,1080,True,1124.0,443.0,1132.0,451.0,,,,True,camera_motion
football,385,15.4,1920,1080,True,1106.0,442.0,1118.0,446.0,,,,True,camera_motion
football,388,15.52,1920,1080,True,1065.0,439.0,1072.0,446.0,,,,True,camera_motion
football,395,15.8,1920,1080,True,964.0,454.0,972.0,457.0,,,,True,fully_missing
football,400,16.0,1920,1080,True,885.0,480.0,893.0,488.0,,,,True,crowded_box
football,406,16.24,1920,1080,True,789.0,532.0,800.0,539.0,,,,True,uniform_fill
football,408,16.32,1920,1080,True,757.0,553.0,767.0,561.0,,,,True,camera_motion
football,411,16.44,1920,1080,,,,,,,,,False,camera_motion
football,419,16.76,1920,1080,,,,,,,,,False,uniform_fill
football,422,16.88,1920,1080,,,,,,,,,False,uniform_fill
football,423,16.92,1920,1080,,,,,,,,,False,uniform_fill
football,435,17.4,1920,1080,True,1299.0,441.0,1313.0,448.0,,,,True,motion_blur
football,436,17.44,1920,1080,True,1319.0,444.0,1333.0,455.0,,,,True,uniform_fill
football,437,17.48,1920,1080,,,,,,,,,False,uniform_fill
football,444,17.76,1920,1080,,,,,,,,,False,uniform_fill
football,446,17.84,1920,1080,True,1503.0,509.0,1520.0,517.0,,,,True,fully_missing
football,451,18.04,1920,1080,,,,,,,,,False,crowded_box
football,459,18.36,1920,1080,,,,,,,,,False,crowded_box
football,460,18.4,1920,1080,,,,,,,,,False,clear_visible
football,463,18.52,1920,1080,,,,,,,,,False,clear_visible
football,465,18.6,1920,1080,,,,,,,,,False,camera_motion
football,470,18.8,1920,1080,,,,,,,,,False,uniform_fill
football,471,18.84,1920,1080,,,,,,,,,False,clear_visible
football,475,19.0,1920,1080,,,,,,,,,False,partial_occluded
football,476,19.04,1920,1080,,,,,,,,,False,crowded_box
football,477,19.08,1920,1080,,,,,,,,,False,partial_occluded
football,478,19.12,1920,1080,,,,,,,,,False,partial_occluded
football,480,19.2,1920,1080,,,,,,,,,False,partial_occluded
football,482,19.28,1920,1080,,,,,,,,,False,fully_missing
football,484,19.36,1920,1080,,,,,,,,,False,partial_occluded
football,485,19.4,1920,1080,,,,,,,,,False,fully_missing
football,487,19.48,1920,1080,,,,,,,,,False,fully_missing
football,489,19.56,1920,1080,,,,,,,,,False,partial_occluded
football,490,19.6,1920,1080,,,,,,,,,False,clear_visible
football,492,19.68,1920,1080,,,,,,,,,False,partial_occluded
football,493,19.72,1920,1080,,,,,,,,,False,partial_occluded
football,495,19.8,1920,1080,,,,,,,,,False,camera_motion
football,504,20.16,1920,1080,,,,,,,,,False,uniform_fill
football,506,20.24,1920,1080,,,,,,,,,False,uniform_fill
football,518,20.72,1920,1080,,,,,,,,,False,uniform_fill
football,526,21.04,1920,1080,,,,,,,,,False,fully_missing
football,534,21.36,1920,1080,,,,,,,,,False,false_positive_risk
football,538,21.52,1920,1080,,,,,,,,,False,small_distant
football,540,21.6,1920,1080,,,,,,,,,False,false_positive_risk
football,541,21.64,1920,1080,,,,,,,,,False,uniform_fill
football,544,21.76,1920,1080,,,,,,,,,False,uniform_fill
football,551,22.04,1920,1080,,,,,,,,,False,small_distant
football,558,22.32,1920,1080,,,,,,,,,False,small_distant
football,568,22.72,1920,1080,,,,,,,,,False,small_distant
football,570,22.8,1920,1080,,,,,,,,,False,fully_missing
football,573,22.92,1920,1080,,,,,,,,,False,uniform_fill
football,581,23.24,1920,1080,,,,,,,,,False,false_positive_risk
football,599,23.96,1920,1080,,,,,,,,,False,fully_missing
football,605,24.2,1920,1080,,,,,,,,,False,uniform_fill
football,613,24.52,1920,1080,,,,,,,,,False,uniform_fill
football,618,24.72,1920,1080,,,,,,,,,False,motion_blur
football,621,24.84,1920,1080,True,1023.0,225.0,1023.0,225.0,,,,True,false_positive_risk
football,623,24.92,1920,1080,,,,,,,,,False,uniform_fill
football,638,25.52,1920,1080,,,,,,,,,False,fully_missing
football,649,25.96,1920,1080,,,,,,,,,False,small_distant
football,650,26.0,1920,1080,,,,,,,,,False,motion_blur
football,655,26.2,1920,1080,,,,,,,,,False,motion_blur
football,660,26.4,1920,1080,,,,,,,,,False,uniform_fill
football,666,26.64,1920,1080,,,,,,,,,False,false_positive_risk
football,667,26.68,1920,1080,,,,,,,,,False,false_positive_risk
football,673,26.92,1920,1080,,,,,,,,,False,uniform_fill
football,675,27.0,1920,1080,,,,,,,,,False,uniform_fill
football,682,27.28,1920,1080,,,,,,,,,False,uniform_fill
football,686,27.44,1920,1080,True,1198.0,472.0,1198.0,472.0,,,,True,uniform_fill
football,688,27.52,1920,1080,,,,,,,,,False,small_distant
football,691,27.64,1920,1080,,,,,,,,,False,uniform_fill
football,700,28.0,1920,1080,,,,,,,,,False,uniform_fill
football,714,28.56,1920,1080,True,1217.0,461.0,1217.0,461.0,,,,True,uniform_fill
football,715,28.6,1920,1080,,,,,,,,,False,uniform_fill
football,733,29.32,1920,1080,,,,,,,,,False,fully_missing
football,734,29.36,1920,1080,,,,,,,,,False,fully_missing
football,738,29.52,1920,1080,,,,,,,,,False,fully_missing
football,746,29.84,1920,1080,,,,,,,,,False,uniform_fill
football,747,29.88,1920,1080,True,987.0,733.0,987.0,733.0,,,,True,false_positive_risk
